word,success_rate,offered,correct,wrong,id,rank,pos,tf,idf,level1,level2,psuccess,lemma,lemmaTF,bucket
joins,42.10526316,19,8,11,12642,581,NNS,43,0.425531915,2,6,81.81818182,join,124268,6
joke,16.66666667,6,1,5,10005,7330,NN,34,0.489361702,3,3,72.72727273,joke,205884,9
joked,0,6,0,6,18210,7330,V,0,0,6,8,45.45454545,joke,31970,10
jokes,57.14285714,7,4,3,14310,7330,NNS,7,0.14893617,7,5,36.36363636,joke,112566,5
joking,0,5,0,5,15083,7330,NN,6,0.106382979,8,9,27.27272727,joke,36688,10
journey,25,4,1,3,10983,12282,NN,24,0.276595745,4,2,63.63636364,journey,863547,8
journeys,20,5,1,4,16821,12282,NNS,1,0.021276596,4,4,63.63636364,journey,80827,8
jovial,20,5,1,4,11460,26568,NN,1,0.021276596,10,11,0,jovial,6460,8
jubilation,100,4,4,0,11224,34151,NN,1,0.021276596,10,10,9.090909091,jubilation,3212,0
judge,33.33333333,3,1,2,10244,2637,NN,20,0.212765957,4,4,63.63636364,judge,481633,7
judged,0,1,0,1,17288,2637,NN,1,0.021276596,4,6,63.63636364,judge,103176,10
judges,46.15384615,13,6,7,17289,2637,NNS,1,0.021276596,4,4,63.63636364,judge,224734,6
judges,46.15384615,13,6,7,16996,2637,NNS,1,0.021276596,4,4,63.63636364,judge,224734,6
judging,60,5,3,2,17287,2637,NN,3,0.063829787,4,11,0,judge,120504,4
jug,0,4,0,4,12154,10985,NNS,0,0,10,8,9.090909091,jug,30796,10
juice,50,6,3,3,10071,2384,NN,21,0.276595745,4,2,63.63636364,juice,465910,5
juicer,0,5,0,5,10686,16406,NN,0,0,4,4,63.63636364,juicer,16011,10
juices,44.44444444,9,4,5,17186,2384,NNS,2,0.042553191,4,1,63.63636364,juice,84788,6
july,57.14285714,7,4,3,10506,60504,NN,5,0.085106383,11,5,0,july,275,5
jump,55.88235294,34,19,15,10006,3824,NN,132,0.872340426,1,1,90.90909091,jump,393810,5
jumped,15.78947368,19,3,16,16930,3824,NN,3,0.063829787,1,3,90.90909091,jump,181793,9
jumping,47.61904762,21,10,11,16931,3824,NN,44,0.340425532,1,5,72.72727273,jump,137822,6
jumping,47.61904762,21,10,11,12822,11189,NN,44,0.340425532,3,5,72.72727273,jump,137822,6
jumps,21.73913043,23,5,18,12334,3824,NNS,221,0.659574468,1,3,90.90909091,jump,77770,8
june,75,8,6,2,10505,25696,NN,4,0.021276596,11,5,0,june,7024,3
jungle,50,4,2,2,14318,5564,NN,55,0.127659574,4,1,63.63636364,jungle,141709,5
junior,0,7,0,7,14898,9169,NN,8,0.106382979,8,9,27.27272727,junior,466564,10
juniors,0,6,0,6,18290,9169,N,0,0,8,11,0,junior,43764,10
junk,28.57142857,7,2,5,13078,5373,NN,27,0.276595745,3,3,72.72727273,junk,165372,8
jurisdiction,33.33333333,6,2,4,12021,3810,,0,0,11,3,0,jurisdiction,210633,7
jurisdictions,0,5,0,5,17677,3810,N,0,0,11,10,0,jurisdiction,72534,10
just,48.27586207,29,14,15,10431,60,RB,2067,0.978723404,1,5,90.90909091,just,23233893,6
justice,100,3,3,0,15309,1633,NN,13,0.085106383,7,1,36.36363636,justice,846904,0
justices,16.66666667,6,1,5,16867,1633,N,0,0,7,6,36.36363636,justice,34015,9
kangaroo,62.5,8,5,3,10567,13337,NN,4,0.021276596,10,7,9.090909091,kangaroo,19839,4
karate,66.66666667,9,6,3,13592,13462,NN,25,0.191489362,4,6,63.63636364,karate,30397,4
keep,65.2173913,23,15,8,10483,138,VB,311,0.936170213,1,4,90.90909091,keep,6188246,4
keeping,0,6,0,6,12793,138,VBG,27,0.361702128,3,4,72.72727273,keep,1111958,10
keeps,30,20,6,14,12408,138,NNS,65,0.595744681,2,6,81.81818182,keep,646908,7
kept,12.5,8,1,7,9615,138,NN,14,0.212765957,5,5,54.54545455,keep,1107157,9
ketchup,83.33333333,6,5,1,12124,14437,,0,0,11,10,0,ketchup,25996,2
kettle,41.17647059,17,7,10,12121,9586,NN,4,0.063829787,2,2,81.81818182,kettle,51390,6
key,50,6,3,3,9746,8505,NN,71,0.234042553,3,1,72.72727273,key,2039056,5
keys,100,2,2,0,13767,8505,NNS,46,0.170212766,3,1,72.72727273,key,463410,0
kick,20,25,5,20,10007,4244,NN,44,0.510638298,2,2,81.81818182,kick,234455,8
kicked,0,9,0,9,13373,2179,VBN,12,0.234042553,5,11,9.090909091,kick,172290,10
kicking,33.33333333,9,3,6,13553,2179,VBG,11,0.212765957,5,8,54.54545455,kick,116424,7
kicks,29.03225806,31,9,22,12476,4244,NNS,87,0.531914894,2,2,81.81818182,kick,93905,8
kid,70.37037037,27,19,8,15831,NULL,NN,304,0.680851064,1,11,18.18181818,kid,531090,3
kidding,25,32,8,24,12463,7640,VBG,45,0.553191489,2,6,81.81818182,kid,65636,8
kidnap,40,5,2,3,15930,NULL,NN,4,0.042553191,5,11,0,kidnap,9079,6
kidnapped,0,3,0,3,14079,10368,VBD,15,0.14893617,5,8,54.54545455,kidnap,37483,10
kidnapping,9.090909091,11,1,10,15086,11323,NN,6,0.106382979,8,9,27.27272727,kidnap,1432,10
kids,45.45454545,22,10,12,12380,484,NNS,170,0.617021277,1,1,90.90909091,kid,2525411,6
kin,0,2,0,2,11225,12834,,0,0,11,10,0,kin,33400,10
kind,27.77777778,36,10,26,10484,474,NN,145,0.787234043,1,2,90.90909091,kind,2502417,8
kindly,16.66666667,6,1,5,14306,8871,RB,7,0.14893617,7,10,36.36363636,kindly,68384,9
kinds,10,10,1,9,15181,474,NNS,5,0.106382979,9,10,18.18181818,kind,588156,9
king,79.41176471,34,27,7,9699,1006,NN,287,0.425531915,1,2,90.90909091,king,1312528,3
kingdom,33.33333333,9,3,6,13150,3048,NN,60,0.255319149,3,6,72.72727273,kingdom,342284,7
kingdoms,75,4,3,1,17429,3048,NNS,2,0.021276596,3,2,72.72727273,kingdom,50088,3
kings,40,5,2,3,15728,1006,NNS,9,0.042553191,9,8,18.18181818,king,236931,6
kiss,65,20,13,7,10148,6316,NN,110,0.553191489,1,1,90.90909091,kiss,72326,4
kissed,50,4,2,2,14719,5582,VBN,6,0.127659574,8,7,27.27272727,kiss,38525,5
kisses,73.68421053,19,14,5,12458,6316,NNS,63,0.553191489,2,1,81.81818182,kiss,11052,3
kissing,66.66666667,6,4,2,13510,5582,VBG,13,0.212765957,5,8,54.54545455,kiss,33764,4
kitchen,63.63636364,22,14,8,9726,1369,NN,107,0.446808511,2,1,81.81818182,kitchen,1003317,4
kitchens,47.05882353,34,16,18,16722,1369,N,0,0,2,2,81.81818182,kitchen,77902,6
kite,38.0952381,21,8,13,10040,9517,NN,15,0.127659574,2,2,81.81818182,kite,46762,7
kitten,50,8,4,4,10149,7203,VB,2,0.042553191,10,8,9.090909091,kitten,50166,5
kittens,20,5,1,4,18204,7203,NNS,12,0.021276596,10,7,9.090909091,kitten,49180,8
knack,20,5,1,4,11461,13240,NN,1,0.021276596,10,9,9.090909091,knack,29784,8
knee,50,12,6,6,9980,2541,NN,18,0.255319149,4,4,63.63636364,knee,327606,5
kneel,0,5,0,5,15850,NULL,NN,6,0.063829787,3,11,0,kneel,15069,10
kneels,33.33333333,3,1,2,12926,10833,NNS,24,0.319148936,3,8,72.72727273,kneel,4359,7
knees,0,2,0,2,13081,2541,NNS,26,0.276595745,3,5,72.72727273,knee,182576,10
knelt,75,4,3,1,18340,10000,VBN,0,0,11,10,0,kneel,8736,3
knew,10.52631579,19,2,17,12282,73,NNS,127,0.744680851,1,4,90.90909091,know,1398050,9
knife,71.42857143,7,5,2,9889,2439,NN,30,0.319148936,3,4,72.72727273,knife,401205,3
knight,100,1,1,0,15263,6067,NN,34,0.085106383,5,3,54.54545455,knight,76398,0
knights,16.66666667,6,1,5,14770,6067,NNS,16,0.106382979,6,5,45.45454545,knight,58666,9
knives,44.44444444,9,4,5,14480,2439,NNS,9,0.127659574,7,3,36.36363636,knife,132035,6
knock,46.66666667,15,7,8,12516,8243,NN,50,0.510638298,2,3,81.81818182,knock,124505,6
knocked,33.33333333,6,2,4,12754,3370,VBN,23,0.382978723,3,2,72.72727273,knock,133058,7
knocking,38.0952381,21,8,13,12595,3370,VBG,61,0.446808511,2,4,81.81818182,knock,68910,7
knocks,20,30,6,24,12404,8243,NNS,74,0.595744681,2,4,81.81818182,knock,11691,8
knot,14.28571429,7,1,6,15088,5364,NN,6,0.106382979,8,4,27.27272727,knot,90859,9
knots,50,8,4,4,18029,5364,NNS,2,0.042553191,8,4,27.27272727,knot,76252,5
know,80,15,12,3,10831,73,VB,1548,1,1,2,90.90909091,know,12514650,2
knowing,50,8,4,4,12936,73,VBG,22,0.319148936,4,1,63.63636364,know,747079,5
knowledge,46.15384615,13,6,7,9766,750,NN,10,0.085106383,8,8,27.27272727,knowledge,2072740,6
known,66.66666667,3,2,1,12612,73,VBN,35,0.446808511,3,2,72.72727273,know,2912370,4
knows,22.22222222,18,4,14,12258,73,NNS,112,0.787234043,1,2,90.90909091,know,1048913,8
lab,62.5,8,5,3,14053,2114,NN,24,0.14893617,5,5,54.54545455,lab,468868,4
label,12.5,8,1,7,16037,NULL,NN,3,0.063829787,8,11,0,label,451966,9
labeled,42.85714286,7,3,4,15085,3443,VBN,6,0.106382979,8,8,27.27272727,label,125633,6
labeling,66.66666667,3,2,1,17559,3443,V,0,0,8,6,27.27272727,label,39839,4
labelled,11.11111111,9,1,8,17558,3443,NN,2,0.042553191,8,3,27.27272727,label,43790,9
labels,20,5,1,4,16963,3443,NNS,1,0.021276596,8,10,27.27272727,label,291036,8
laborer,16.66666667,12,2,10,10304,13896,,0,0,11,10,0,laborer,7544,9
lace,0,3,0,3,10245,12712,NN,2,0.021276596,10,10,9.090909091,lace,107594,10
lack,20,5,1,4,11110,2456,NN,5,0.106382979,9,10,18.18181818,lack,1004392,8
lacked,20,5,1,4,17224,2456,VBN,1,0.021276596,9,9,18.18181818,lack,68008,8
lacking,0,5,0,5,17222,2456,VBG,2,0.042553191,9,5,18.18181818,lack,168097,10
lacks,0,4,0,4,17223,2456,V,0,0,9,8,18.18181818,lack,123368,10
lad,33.33333333,3,1,2,13719,7965,NN,11,0.191489362,5,9,54.54545455,lad,37345,7
ladder,0,4,0,4,13281,5132,NN,29,0.234042553,4,4,63.63636364,ladder,151860,10
ladies,56.52173913,23,13,10,12478,1758,NNS,69,0.531914894,2,3,81.81818182,lady,267531,5
ladle,50,4,2,2,10699,29429,NN,1,0.021276596,10,8,9.090909091,ladle,4161,5
lady,43.75,32,14,18,9721,1758,NN,80,0.617021277,2,1,81.81818182,lady,527927,6
ladybug,70,10,7,3,10583,22197,NN,5,0.042553191,9,9,18.18181818,ladybug,5501,3
lagoon,0,3,0,3,15544,10341,NN,11,0.063829787,8,4,27.27272727,lagoon,40905,10
laid,44.44444444,9,4,5,18341,10000,NN,16,0.276595745,11,5,0,lay,368826,6
lain,0,7,0,7,18363,10000,VBN,0,0,11,10,0,lie,6507,10
lair,0,4,0,4,14330,17123,NN,36,0.127659574,4,3,63.63636364,lair,16404,10
lake,42.85714286,7,3,4,10072,1265,NN,27,0.191489362,4,2,63.63636364,lake,980147,6
lakes,45.45454545,11,5,6,16670,1265,N,0,0,4,6,63.63636364,lake,222301,6
lamb,33.33333333,12,4,8,10576,6299,NN,2,0.042553191,10,9,9.090909091,lamb,99114,7
lame,25,4,1,3,14400,9965,NN,11,0.127659574,6,7,45.45454545,lame,53340,8
lamp,40,5,2,3,10246,3909,NN,71,0.212765957,3,11,0,lamp,169803,6
lamps,20,10,2,8,17705,3909,N,0,0,3,2,72.72727273,lamp,102955,8
land,31.03448276,29,9,20,12287,2630,NN,149,0.744680851,1,2,90.90909091,land,1535786,7
landed,33.33333333,3,1,2,13494,2630,VBD,14,0.212765957,5,11,0,land,164232,7
landing,34.04255319,47,16,31,12462,4176,VBG,50,0.553191489,2,3,81.81818182,land,138765,7
landing,34.04255319,47,16,31,17286,2630,VBG,50,0.553191489,2,3,81.81818182,land,138765,7
lands,23.80952381,21,5,16,12425,2630,NNS,141,0.574468085,1,3,90.90909091,land,272506,8
landscape,25,4,1,3,13789,12268,NN,22,0.170212766,4,4,63.63636364,landscape,466680,8
landscapes,25,8,2,6,17148,12268,N,0,0,4,4,63.63636364,landscape,108801,8
language,66.66666667,3,2,1,10305,760,NN,7,0.127659574,7,5,36.36363636,language,1688995,4
languages,23.07692308,13,3,10,16378,760,NNS,2,0.042553191,7,9,36.36363636,language,370958,8
languish,33.33333333,6,2,4,12022,17810,,0,0,11,10,0,languish,4731,7
lantern,50,6,3,3,13637,8395,NN,16,0.191489362,5,2,54.54545455,lantern,48332,5
lanterns,33.33333333,6,2,4,14780,8395,NNS,14,0.106382979,6,1,45.45454545,lantern,26891,7
lap,14.70588235,34,5,29,12760,4652,NN,64,0.361702128,2,3,81.81818182,lap,150697,9
laps,57.14285714,7,4,3,14123,4652,NNS,12,0.14893617,6,7,45.45454545,lap,57482,5
lapse,66.66666667,3,2,1,15400,11755,NN,8,0.085106383,8,5,27.27272727,lapse,28468,4
laptop,16.66666667,6,1,5,15552,2623,NN,10,0.063829787,8,10,27.27272727,laptop,379851,9
laptops,0,7,0,7,17283,2623,N,0,0,8,11,0,laptop,109074,10
large,26.08695652,23,6,17,12333,193,JJ,189,0.659574468,1,3,90.90909091,large,4110799,8
larger,50,2,1,1,13457,193,JJR,17,0.212765957,5,7,54.54545455,large,1376280,5
largest,0,8,0,8,16140,193,JJS,5,0.085106383,3,7,72.72727273,large,1200448,10
laser,0,6,0,6,13574,3121,NN,41,0.191489362,3,5,72.72727273,laser,326274,10
lasers,33.33333333,6,2,4,17449,3121,NNS,3,0.042553191,3,5,72.72727273,laser,52334,7
last,27.27272727,22,6,16,12180,152,JJ,305,0.957446809,1,5,90.90909091,last,7935918,8
lasted,25,28,7,21,16807,152,VBN,2,0.042553191,1,5,90.90909091,last,136413,8
lasts,8.695652174,23,2,21,16806,152,V,0,0,1,9,90.90909091,last,157518,10
late,64,25,16,9,12259,395,RB,107,0.787234043,1,2,90.90909091,late,1472192,4
lately,12.5,8,1,7,14816,4374,RB,10,0.106382979,7,8,36.36363636,lately,229023,9
latent,25,8,2,6,15781,13724,JJ,0,0,11,7,0,latent,29147,8
later,29.16666667,24,7,17,16219,395,RB,244,0.787234043,3,3,90.90909091,late,636754,8
later,29.16666667,24,7,17,10777,518,RB,244,0.787234043,1,3,90.90909091,late,636754,8
latest,18.18181818,11,2,9,13931,395,JJS,10,0.170212766,6,4,45.45454545,late,1506705,9
laugh,47.36842105,19,9,10,9565,6051,NN,120,0.723404255,1,1,90.90909091,laugh,173245,6
laughed,14.28571429,21,3,18,17300,4929,VBN,4,0.085106383,1,5,90.90909091,laugh,102718,9
laughing,26.92307692,26,7,19,12395,2685,VBG,142,0.595744681,1,5,90.90909091,laugh,131551,8
laughs,33.33333333,21,7,14,12335,6051,NNS,246,0.659574468,1,2,90.90909091,laugh,69511,7
laughter,11.11111111,9,1,8,12832,7004,NN,35,0.340425532,3,7,72.72727273,laughter,104731,9
launch,20,5,1,4,10984,2644,NN,25,0.319148936,3,7,72.72727273,launch,351391,8
launched,40,5,2,3,15093,1297,VBN,6,0.106382979,8,9,27.27272727,launch,590515,6
launches,14.28571429,7,1,6,13859,2644,NNS,13,0.170212766,5,6,54.54545455,launch,66645,9
laundry,37.5,8,3,5,14905,4706,NN,8,0.106382979,8,7,27.27272727,laundry,203072,7
lava,37.5,8,3,5,14769,8911,NN,16,0.106382979,6,11,0,lava,66513,7
lavish,0,3,0,3,11719,11683,,0,0,11,10,0,lavish,40523,10
law,75,8,6,2,11575,337,NN,23,0.234042553,4,3,63.63636364,law,3160050,3
lawyer,40,5,2,3,10306,2147,NN,9,0.106382979,7,4,36.36363636,lawyer,367252,6
lawyers,40,5,2,3,17088,2147,NNS,2,0.042553191,7,4,36.36363636,lawyer,261790,6
lay,60,5,3,2,15872,NULL,NN,20,0.021276596,4,11,0,lay,417135,4
layer,16.66666667,6,1,5,15092,9168,NN,6,0.106382979,8,7,27.27272727,layer,732422,9
layers,50,6,3,3,15522,1315,NNS,13,0.063829787,8,11,0,layer,413282,5
laying,25,8,2,6,13893,1451,VBG,12,0.170212766,6,9,45.45454545,lay,158938,8
lays,0,6,0,6,13298,1451,NNS,22,0.234042553,4,9,63.63636364,lay,65600,10
lazy,30,10,3,7,10640,5133,NN,10,0.191489362,6,9,45.45454545,lazy,176640,7
lead,20.83333333,24,5,19,9697,317,NN,58,0.638297872,2,2,81.81818182,lead,1513800,8
leader,50,20,10,10,11780,743,NN,66,0.255319149,2,1,81.81818182,leader,1074348,5
leaders,16.66666667,6,1,5,15631,743,NNS,7,0.063829787,9,5,18.18181818,leader,1011123,9
leading,11.11111111,9,1,8,12617,317,VBG,25,0.446808511,3,6,72.72727273,lead,801362,9
leads,27.27272727,22,6,16,12590,317,NNS,72,0.446808511,2,6,81.81818182,lead,690197,8
leaf,0,2,0,2,10742,1756,NN,22,0.14893617,5,3,54.54545455,leaf,264598,10
leafs,36.36363636,11,4,7,16925,1756,NN,1,0.021276596,5,11,0,leaf,51021,7
league,62.5,8,5,3,14399,1150,NN,11,0.127659574,6,8,45.45454545,league,1244812,4
leagues,55.55555556,9,5,4,16612,1150,NNS,3,0.063829787,6,8,45.45454545,league,113932,5
leak,50,6,3,3,15361,4534,NN,9,0.085106383,8,5,27.27272727,leak,136319,5
leaked,33.33333333,6,2,4,17864,4534,V,0,0,8,8,27.27272727,leak,51307,7
leaking,28.57142857,7,2,5,15090,4534,VBG,6,0.106382979,8,9,27.27272727,leak,74480,8
leaks,0,4,0,4,17800,4534,NNS,3,0.063829787,8,9,27.27272727,leak,98680,10
lean,38.46153846,13,5,8,13476,5091,NN,15,0.212765957,5,8,54.54545455,lean,102927,7
leaned,33.33333333,6,2,4,17779,4492,VBN,3,0.063829787,3,11,0,lean,32485,7
leaning,12.5,8,1,7,12943,4193,VBG,21,0.319148936,4,7,63.63636364,lean,81015,9
leans,0,28,0,28,12529,4193,NNS,91,0.489361702,2,7,81.81818182,lean,24720,10
leap,11.11111111,9,1,8,10889,7741,NN,38,0.340425532,3,7,72.72727273,leap,111088,9
leaping,25,8,2,6,13541,7741,VBG,12,0.212765957,5,3,54.54545455,leap,18720,8
leaps,25,24,6,18,12618,7741,NNS,128,0.425531915,2,6,81.81818182,leap,25062,8
learn,66.66666667,24,16,8,10772,232,NN,45,0.574468085,2,6,81.81818182,learn,3340403,4
learned,16.66666667,6,1,5,9594,232,VBN,26,0.425531915,3,5,72.72727273,learn,1056346,9
learning,66.66666667,6,4,2,13977,232,VBG,9,0.170212766,6,6,45.45454545,learn,1145893,4
learns,0,5,0,5,16153,232,NNS,1,0.021276596,3,3,72.72727273,learn,86894,10
learnt,37.5,8,3,5,16152,232,NN,2,0.042553191,3,1,72.72727273,learn,90094,7
least,21.42857143,14,3,11,12313,360,JJS,70,0.70212766,2,3,81.81818182,least,3913845,8
leather,27.27272727,11,3,8,9939,2448,NN,12,0.14893617,6,4,45.45454545,leather,518464,8
leave,40.90909091,22,9,13,10008,213,VB,237,0.893617021,1,1,90.90909091,leave,2180276,6
leaves,34.375,32,11,21,12378,213,NNS,101,0.617021277,1,4,90.90909091,leave,458781,7
leaves,34.375,32,11,21,16924,1756,NNS,101,0.617021277,5,4,90.90909091,leave,458781,7
leaving,25,24,6,18,12315,213,VBG,108,0.680851064,1,1,90.90909091,leave,988980,8
led,0,7,0,7,9675,317,VBN,24,0.361702128,3,11,0,lead,1349835,10
ledge,33.33333333,3,1,2,13158,9709,NN,38,0.255319149,3,7,72.72727273,ledge,44488,7
leeway,50,2,1,1,11462,19452,,0,0,11,10,0,leeway,13779,5
left,51.61290323,31,16,15,9981,213,NN,329,0.914893617,1,5,90.90909091,leave,2590846,5
leg,55,20,11,9,10525,1333,NN,64,0.446808511,2,5,81.81818182,leg,542952,5
legacy,28.57142857,7,2,5,11720,3108,NN,3,0.042553191,10,7,9.090909091,legacy,367104,8
legend,83.33333333,6,5,1,14752,2741,NN,19,0.106382979,6,1,45.45454545,legend,299439,2
legendary,33.33333333,6,2,4,12023,4047,JJ,7,0.085106383,8,5,27.27272727,legendary,257109,7
legends,25,4,1,3,17326,2741,NNS,3,0.063829787,6,8,45.45454545,legend,162204,8
legislation,83.33333333,6,5,1,11463,2936,,0,0,11,5,0,legislation,413491,2
legitimate,33.33333333,6,2,4,11721,4568,NN,2,0.021276596,10,5,9.090909091,legitimate,214238,7
legs,57.14285714,28,16,12,12422,1333,NNS,107,0.574468085,1,1,90.90909091,leg,583535,5
leisure,14.28571429,7,1,6,11464,5540,,0,0,11,4,0,leisure,157588,9
lemon,72.72727273,11,8,3,14361,3371,NN,14,0.127659574,6,2,45.45454545,lemon,298772,3
lemons,83.33333333,6,5,1,17537,3371,NNS,18,0.021276596,6,1,45.45454545,lemon,39326,2
lend,33.33333333,6,2,4,18331,10000,VB,0,0,11,10,0,lend,103297,7
length,0,4,0,4,13542,12830,NN,12,0.212765957,5,5,54.54545455,length,1156650,10
lengths,33.33333333,6,2,4,16635,12830,NNS,1,0.021276596,5,6,54.54545455,length,152309,7
lens,0,2,0,2,14427,1523,NNS,10,0.127659574,7,6,36.36363636,lens,634844,10
lenses,57.14285714,7,4,3,16800,1523,NNS,1,0.021276596,7,11,0,lens,321860,5
lent,0,6,0,6,18342,10000,VBN,0,0,11,10,0,lend,29257,10
leopard,62.5,8,5,3,14751,12242,NN,19,0.106382979,6,1,45.45454545,leopard,28027,4
less,29.62962963,27,8,19,10793,641,RBR,37,0.489361702,2,2,81.81818182,less,2438505,8
lesson,100,3,3,0,13098,1404,NN,22,0.276595745,4,1,63.63636364,lesson,532490,0
lessons,20,5,1,4,16742,1404,NNS,4,0.063829787,4,4,63.63636364,lesson,525805,8
let,38.88888889,18,7,11,12187,277,VB,984,0.957446809,1,3,90.90909091,let,4606029,7
lethal,50,2,1,1,11722,8298,NN,4,0.085106383,9,2,18.18181818,lethal,77012,5
letter,60,5,3,2,9603,856,NN,10,0.127659574,7,6,36.36363636,letter,1198145,4
letters,66.66666667,3,2,1,13818,856,NNS,17,0.170212766,5,1,54.54545455,letter,637313,4
letting,0,4,0,4,12954,277,VBG,18,0.319148936,4,5,63.63636364,let,366899,10
lettuce,37.5,8,3,5,9986,8808,NN,0,0,3,1,72.72727273,lettuce,65900,7
level,83.33333333,6,5,1,9713,215,NN,33,0.29787234,3,2,72.72727273,level,3989312,2
leveling,57.14285714,7,4,3,17847,215,V,0,0,3,5,72.72727273,level,39137,5
levels,62.5,8,5,3,16147,215,NNS,4,0.085106383,3,6,72.72727273,level,2110689,4
lever,57.14285714,7,4,3,13343,5924,NN,16,0.234042553,4,8,63.63636364,lever,106724,5
levers,14.28571429,7,1,6,18098,5924,NNS,1,0.021276596,4,7,63.63636364,lever,33908,9
liar,50,8,4,4,14289,9674,NN,8,0.14893617,7,9,36.36363636,liar,37329,5
liberate,28.57142857,7,2,5,11465,11380,,0,0,11,10,0,liberate,16859,8
libraries,0,3,0,3,16571,1079,N,0,0,5,5,54.54545455,library,247480,10
library,25,12,3,9,11795,1079,NN,19,0.14893617,5,8,54.54545455,library,1195680,8
license,50,2,1,1,9965,3381,NN,2,0.042553191,10,5,9.090909091,license,700719,5
licensed,0,7,0,7,17543,3381,V,0,0,10,11,0,license,126880,10
licenses,50,12,6,6,17545,3381,NNS,1,0.021276596,10,8,9.090909091,license,120277,5
licenses,50,12,6,6,16907,3381,NNS,1,0.021276596,10,8,9.090909091,license,120277,5
licensing,0,7,0,7,17544,3381,V,0,0,10,10,9.090909091,license,54601,10
lick,57.14285714,7,4,3,15901,NULL,NN,5,0.085106383,5,11,0,lick,23799,5
licking,33.33333333,6,2,4,14929,8816,VBG,7,0.106382979,8,8,27.27272727,lick,22821,7
licks,9.090909091,11,1,10,13826,8816,NNS,16,0.170212766,5,4,54.54545455,lick,11389,10
lid,33.33333333,9,3,6,13277,4216,NN,35,0.234042553,3,7,72.72727273,lid,196911,7
lie,66.66666667,3,2,1,11576,4086,NN,32,0.468085106,3,1,72.72727273,lie,287922,4
lied,11.11111111,9,1,8,13311,1601,VBN,21,0.234042553,4,8,63.63636364,lie,55720,9
life,52.17391304,23,12,11,12194,120,NN,342,0.936170213,1,2,90.90909091,life,8331724,5
lifeless,50,8,4,4,15419,16019,NN,7,0.085106383,8,6,27.27272727,lifeless,21082,5
lifes,36,25,9,16,16115,120,N,0,0,1,11,0,life,33255,7
lifetime,50,4,2,2,13909,2797,NN,11,0.170212766,6,9,45.45454545,lifetime,425026,5
lift,0,8,0,8,10009,3784,NN,35,0.404255319,3,8,72.72727273,lift,271995,10
lifted,0,5,0,5,13474,2328,VBN,15,0.212765957,5,5,54.54545455,lift,148938,10
lifting,28.57142857,7,2,5,14144,8048,VBG,11,0.14893617,6,9,45.45454545,lift,106024,8
lifting,28.57142857,7,2,5,17157,3298,VBG,11,0.14893617,3,9,45.45454545,lift,106024,8
lifts,13.63636364,22,3,19,12497,3784,NNS,96,0.510638298,2,5,81.81818182,lift,41631,9
light,57.69230769,26,15,11,10150,534,NN,265,0.914893617,1,4,90.90909091,light,2083843,5
lighter,15.625,32,5,27,16497,1932,NN,13,0.106382979,2,7,45.45454545,light,218208,9
lighter,15.625,32,5,27,14784,7702,NN,13,0.106382979,6,7,45.45454545,light,218208,9
lightest,0,29,0,29,16498,1932,J,0,0,2,6,81.81818182,light,33793,10
lighting,16.66666667,6,1,5,13462,3331,VBG,17,0.212765957,5,7,54.54545455,lighting,521580,9
lightly,50,4,2,2,14024,5012,RB,8,0.170212766,6,6,45.45454545,lightly,187413,5
lightning,16,25,4,21,12525,4964,VBG,121,0.489361702,1,5,90.90909091,lightning,187811,9
lights,41.66666667,24,10,14,12391,534,NNS,127,0.595744681,1,4,90.90909091,light,774115,6
like,52.94117647,17,9,8,9514,194,IN,1687,1,1,1,90.90909091,like,16682711,5
liked,0,4,0,4,13122,194,VBN,18,0.276595745,4,5,63.63636364,like,490283,10
likely,20,10,2,8,14706,736,JJ,6,0.127659574,8,10,27.27272727,likely,2093662,8
likeness,0,4,0,4,11466,11481,NN,1,0.021276596,10,9,9.090909091,likeness,38028,10
likes,11.11111111,9,1,8,12580,194,NNS,34,0.468085106,3,4,72.72727273,like,301144,9
liking,33.33333333,21,7,14,16141,194,V,0,0,2,6,81.81818182,like,52223,7
limb,44.44444444,9,4,5,11111,5817,NN,12,0.14893617,6,7,45.45454545,limb,68037,6
limbs,16.66666667,6,1,5,18088,5817,NNS,3,0.042553191,6,10,45.45454545,limb,77645,9
limit,85.71428571,7,6,1,10985,1505,NN,3,0.063829787,9,2,18.18181818,limit,342113,2
limited,14.28571429,7,1,6,16594,1505,JJ,2,0.042553191,9,11,0,limit,831629,9
limiting,50,6,3,3,16596,1505,V,0,0,9,11,9.090909091,limit,89881,5
limits,61.53846154,13,8,5,16792,1505,NNS,3,0.063829787,9,4,18.18181818,limit,130120,4
limits,61.53846154,13,8,5,16595,1505,NNS,3,0.063829787,9,4,18.18181818,limit,130120,4
limp,25,8,2,6,11112,22538,NN,19,0.212765957,4,4,63.63636364,limp,6281,8
line,74.07407407,27,20,7,12292,245,NN,182,0.744680851,1,1,90.90909091,line,4007892,3
lined,23.33333333,30,7,23,13475,12589,VBN,15,0.212765957,5,8,54.54545455,line,151603,8
lined,23.33333333,30,7,23,17412,245,VBN,15,0.212765957,1,8,54.54545455,line,151603,8
linen,0,6,0,6,10307,6501,,0,0,11,10,0,linen,88428,10
linens,42.85714286,7,3,4,18159,6501,N,0,0,11,10,0,linen,31291,6
lines,69.23076923,13,9,4,12626,245,NNS,58,0.425531915,2,2,81.81818182,line,1470036,4
